gratis	adj:free|adv:free
fotoeléctrico	adj:photoelectric
electroquímico	adj:electrochemical
electroquímica	n:electrochemistry
paridad	n:parity
oscilación	n:oscillation
regeneración	n:regeneration
decaimiento	n:decay
decaer	v:to decay
darwiniano	n:Darwinian|adj:Darwinian
inmaculada	n:a female given name
eosina	n:eosin
desamparados	n:a female given name
consolación	n:a female given name
felisa	n:a female given name
noelia	n:a female given name
adelia	n:a female given name
orisha	n:orisha
ojeada	n:glance
dogmática	n:dogmatics
psico-	?:psycho-
ígneo	adj:igneous
zoroastrismo	n:Zoroastrianism
oms	n:WHO
toqui	n:toqui
climatizado	adj:air-conditioned
vibratorio	adj:vibratory
superposición	n:superposition
coherencia	n:coherence
cuasi	adv:quasi
dispersión	n:dispersion
matricial	adj:matrix
notación	n:notation
posterioridad	n:posteriority
estimación	n:estimation
débilmente	adv:weakly
doblete	n:doublet
cuadrático	adj:quadratic
migraña	n:migraine
portentoso	adj:portentous
wong	n:a surname from Cantonese
angiotensina	n:angiotensin
asistolia	n:asystole
metronidazol	n:metronidazole
-ería	?:characteristic of
carbamazepina	n:carbamazepine
anticoagulante	n:anticoagulant|adj:anticoagulant
dotación	n:resource
aseguramiento	n:assurance
incidencia	n:repercussion
octaedro	n:octahedron
guijarro	n:pebble
claroscuro	n:chiaroscuro
chachi	adj:cool
araucano	n:Araucanian|adj:Araucanian
sefardí	n:Sephardi|adj:Sephardic
tutsi	n:Tutsi|adj:Tutsi
directe	adv:directly
carnívoro	n:carnivore|adj:carnivorous
matadora	n:killer
taifa	n:gang
captopril	n:captopril
placentero	adj:pleasant
yurta	n:yurt
imparable	adj:unstoppable
acogedor	adj:cozy
esotérico	adj:esoteric
extorsión	n:extortion
probador	n:fitting room
formalidad	n:formality
almacenaje	n:storage
batuta	n:baton
anuario	n:yearbook
enunciativo	adj:expository
eosinofilia	n:eosinophilia
estrépito	n:noise
obstinación	n:obstinacy
desnudez	n:nudity
sonriente	adj:smiling
fritanga	n:fried food
águeda	n:a female given name
enriqueta	n:a female given name
felipa	n:a female given name
guillermina	n:a female given name
joaquina	n:a female given name
micaela	n:a female given name
eritematoso	adj:erythematous
eyaculación	n:ejaculation
jacinta	n:a female given name
brasero	n:brazier
infranqueable	adj:insurmountable
feldespato	n:feldspar
hepático	adj:hepatic
translúcido	adj:translucent
emparentado	adj:of the same kin
sigiloso	adj:sneaking
subversión	n:subversion
duplicado	n:duplicate|adj:duplicate
fragancia	n:fragrance
vitalidad	n:vitality
remordimiento	n:remorse
calentura	n:fever
lingote	n:ingot
florero	n:vase
feocromocitoma	n:pheochromocytoma
fibromialgia	n:fibromyalgia
camba	n:pimp
hipertexto	n:hypertext
interfaz	n:interface
confort	n:comfort
bronca	n:hassle
cordura	n:sanity
mascarilla	n:mask (cover
tiamina	n:thiamine
riboflavina	n:riboflavin
niacina	n:niacin
cuer	n:heart
-uria	?:-uria
regazo	n:lap
estática	n:statics
pandillero	n:gangster
meca	n:excrement|?:shoot
socaire	n:lee
matraca	n:ratchet
caniche	n:poodle
vendimia	n:vintage
hálito	n:breath
febril	adj:febrile
campechano	adj:of
coahuilense	adj:of
colimense	adj:of
guanajuatense	adj:of
guerrerense	adj:of
hidalguense	adj:of
jalisciense	adj:of
mexiquense	adj:of
michoacano	adj:of
humillante	adj:humiliating
espagueti	n:spaghetti
mosquetero	n:musketeer
cateterismo	n:catheterization
manipulación	n:manipulation
suspenso	n:suspense|adj:failed
masoquista	n:masochist|adj:masochistic
psicótico	adj:psychotic
misionero	n:missionary|adj:of
invasor	n:invader|adj:invasive
escrúpulo	n:scruple
óscar	n:a male given name
estela	n:a female given name
lorenza	n:a female given name
actualidades	n:current events
imelda	n:a female given name
araceli	n:a female given name
morelense	adj:of
nayarita	adj:of
oaxaqueño	adj:of
queretano	adj:of
trimestral	adj:trimestral
niza	n:Nice (a coastal city
acogida	n:welcome
adscribir	v:to adhere
aeronáutico	adj:aeronautic
aeronáutica	n:aeronautics
afinidad	n:affinity
animación	n:animation
tunear	v:to tune
camarote	n:cabin
inmaduro	adj:immature
ecografía	n:sonogram
cerilla	n:match
cerebelo	n:cerebellum
microbiológico	adj:microbiological
cabrero	n:goatherd
anáfora	n:anaphora
derivativo	n:derivative|adj:derivative
oncólogo	n:oncologist
quintanarroense	adj:of
potosino	adj:of
sinaloense	adj:of
sonorense	adj:of
tabasqueño	adj:of
tamaulipeco	adj:of
tlaxcalteca	adj:of
veracruzano	adj:of
zacatecano	adj:of
jubón	n:doublet
apasionante	adj:exciting
aplastante	adj:crushing
arrebatamiento	n:snatching
automovilístico	adj:automobile
automovilismo	n:motor racing
banquillo	n:dock
dismenorrea	n:dysmenorrhea
dispepsia	n:dyspepsia
disforia	n:dysphoria
displasia	n:dysplasia
sicav	n:SICAV
salarial	adj:wages
boquilla	n:cigarette holder
cantera	n:quarry
caníbal	n:cannibal|adj:cannibalistic
levodopa	n:levodopa
alabarda	n:halberd
roseta	n:rosette
vinagreta	n:vinaigrette
nectario	n:nectary
néctar	n:nectar
pétalo	n:petal
corola	n:corolla
sioux	n:Sioux|adj:Sioux
intocable	n:untouchable|adj:untouchable
disección	n:dissection
omnívoro	n:omnivore|adj:omnivorous
cardiológico	adj:cardiological
cardiología	n:cardiology
casación	n:cassation
cohecho	n:bribing
coliseo	n:coliseum
concursante	n:contestant|adj:competing
bocas	n:synonym of bocazas
camisola	n:camisole
gobernadora	n:governor
alepo	n:Aleppo
coraza	n:cuirass
mugre	n:dirt
ofrecimiento	n:offering
relajante	adj:relaxing
extravagante	adj:extravagant
frazada	n:blanket
fernanda	n:a female given name
dominga	n:a female given name
leticia	n:a female given name
deforestación	n:deforestation
politeísta	n:polytheist|adj:polytheistic
monoteísta	n:monotheist|adj:monotheistic
octógono	n:octagon|adj:octagonal
grafito	n:graphite
plegaria	n:request
respirador	n:snorkel
perturbador	n:troublemaker|adj:perturbing
pinocho	n:Pinocchio
genitourinario	adj:genitourinary
charro	adj:coarse
herejía	n:heresy
incapacidad	n:inability
tortillera	n:dyke
confluencia	n:confluence
confluir	v:to flow together
contradictorio	adj:contradictory
contradicción	n:contradiction
imprescindible	adj:indispensable
penique	n:penny
carrizal	n:area of reeds
escolarización	n:schooling
escultor	n:sculptor
culantro	n:butt
comunión	n:communion
bayoneta	n:bayonet
suavidad	n:smoothness
silbato	n:whistle
cuidador	n:keeper
penitenciaría	n:penitentiary
guardarropa	n:cloakroom
lilia	n:a female given name
tétanos	n:tetanus
patronal	n:management|adj:patron saint
tugurio	n:slum
linfoide	adj:lymphoid
incerteza	n:uncertainty
numeración	n:numbering
bonifacio	n:Bonifacio
yaya	n:granny
miastenia	n:myasthenia
palapa	n:a thatched roof
gravitacional	adj:gravitational
metamórfico	adj:metamorphic
cuarzo	n:quartz
coloide	n:colloid
coloidal	adj:colloidal
coordinador	n:coordinator|adj:coordinating
defenestración	n:defenestration
solidificación	n:freezing
sublimación	n:sublimation
condensación	n:condensation
evaporación	n:evaporation
licuefacción	n:liquefaction
interrelación	n:interrelation
entropía	n:entropy
coloración	n:coloration
textura	n:texture
calcita	n:calcite
calcedonia	n:chalcedony
sedimentación	n:sedimentation
meteorización	n:weathering
oceanografía	n:oceanography
consistencia	n:consistency
convección	n:convection
futbolín	n:table football
clementina	n:clementine
golosina	n:candy
coleccionista	n:collector
cobardía	n:cowardice
plastilina	n:plasticine
polca	n:polka
eulalia	n:a female given name
ilda	n:a female given name
nilda	n:a female given name
luciana	n:a female given name
úrsula	n:a female given name
periostio	n:periosteum
prognatismo	n:prognathism
pepinillo	n:pickle
tirón	n:tug
uav	n:UAV
elíptico	adj:elliptical
hidrostático	adj:hydrostatic
inhóspito	adj:unwelcoming
practicamente	adv:practically
traviesa	n:railway sleeper
boliche	n:bowling
charqui	n:jerky
pifia	n:small flaw
cachetada	n:slap in the face
postoperatorio	n:postoperative period|adj:postoperative
pelusa	n:fluff
borroso	adj:blurry
cachete	n:cheek
castidad	n:chastity
cínico	n:cynic|adj:cynical
sácate	?:get out!
mujerzuela	n:slut
tranquilizante	n:tranquilizer|adj:tranquilizing
presbiteriano	n:Presbyterian|adj:Presbyterian
filmación	n:filming
honorario	n:honorary|adj:honorary
rapero	n:rapper|adj:rap
borraja	n:borage
agilizar	v:to streamline
privativo	adj:exclusive
prontuario	n:handbook
propagandista	n:propagandist
inédito	adj:not published
donativo	n:donation
escalafón	n:ranking
escalerilla	n:stepladder
espaldarazo	n:accolade
espaldar	n:back|adj:back
fobos	n:Phobos
calisto	n:Callisto
ío	n:Io
mesenterio	n:mesentery
puericultura	n:paedology
purgante	n:purgative|adj:purging
sintagma	n:phrase
inmobiliaria	n:real-estate agency
pileta	n:basin
craneal	adj:cranial
ratito	n:a short while
dimetil	n:dimethyl
indol	n:indole
aspartamo	n:aspartame
estireno	n:styrene
tolueno	n:toluene
xileno	n:xylene
codón	n:pebble
disolvente	n:solvent|adj:solvent
plaguicida	n:pesticide
remediación	n:remediation
vertedero	n:landfill
isopropílico	adj:isopropyl
ebriedad	n:drunkenness
glicerol	n:glycerol
cloral	n:chloral
hidróxido	n:hydroxide
corindón	n:corundum
topacio	n:topaz
microscopía	n:microscopy
ónix	n:onyx
cinabrio	n:cinnabar
ausentar	v:to send away
lignito	n:lignite
hexano	n:hexane
octano	n:octane
parafina	n:paraffin
etileno	n:ethylene
propileno	n:propene
monoterapia	n:monotherapy
misal	n:missal
amplificación	n:amplification
hematita	n:hematite
pirita	n:pyrite
antracita	n:anthracite
rafia	n:raffia
antisuero	n:antivenom
biliar	adj:biliary
capsaicina	n:capsaicin
panela	n:panela
chancaca	n:panela
creatina	n:creatine
creatinina	n:creatinine
dioxina	n:dioxin
glifosato	n:glyphosate
glucémico	adj:glycemic
glucosamina	n:glucosamine
glucósido	n:glycoside
adelardo	n:a male given name
nistagmo	n:nystagmus
guar	n:guar
hialurónico	adj:hyaluronic
inmunoglobulina	n:immunoglobulin
melaza	n:molasses
oxalato	n:oxalate
concuñado	n:co-brother-in-law
vaselina	n:vaseline
basilea	n:Basel
abelardo	n:a male given name
carnitina	n:carnitine
actina	n:actin
piloncillo	n:panela
sódico	adj:sodium
sucralosa	n:sucralose
sulfato	n:sulfate/sulphate
agapito	n:a male given name
electrolítico	adj:electrolytic
aguinaldo	n:a male given name
aldo	n:a male given name
unicelular	adj:unicellular
óptico	adj:optical
óptica	n:optics
iónico	adj:ionic
ionización	n:ionization
anfotericina	n:amphotericin
gramaticalmente	adv:grammatically
amorosamente	adv:amorously
favorablemente	adv:favorably
indefinidamente	adv:indefinitely
acético	adj:acetic
acetilsalicílico	adj:acetylsalicylic
revocatorio	adj:revocatory
tampón	n:tampon
jambas	v:only used in te jambas
jardinera	n:planter box
obtención	n:acquisition
esmeraldas	n:a province of Ecuador
dureza	n:hardness
disertación	n:dissertation
recombinación	n:recombination
catión	n:cation
ánodo	n:anode
cátodo	n:cathode
electrodo	n:electrode
acrílico	n:acrylic|adj:acrylic
aguarrás	n:turpentine
alipio	n:a male given name
saxofón	n:saxophone
parestesia	n:paresthesia
paranoide	adj:paranoid
obsceno	adj:obscene
unicornio	n:unicorn
suertudo	n:lucky devil|adj:lucky
recostar	v:to lie down
intubación	n:intubation
satisfactorio	adj:satisfactory
pelotudo	n:dumbass|adj:stupid
impaciencia	n:impatience
amadeo	n:a male given name
anacleto	n:a male given name
aniceto	n:a male given name
anselmo	n:a male given name
cigomático	n:zygomatic bone|adj:zygomatic
hioides	n:hyoid
lactante	n:a baby
supernumerario	adj:supernumerary
vértebra	n:vertebra
torácico	adj:thoracic
inserción	n:insertion
escápula	n:scapula
escapular	adj:scapular
maciza	adj:buxom
mamones	n:blowjob
antebrazo	n:forearm
cúbito	n:ulna
metacarpo	n:metacarpus
peroné	n:calf bone
metatarso	n:metatarsus
amiloidosis	n:amyloidosis
atropina	n:atropine
vísperas	n:vespers
chupete	n:pacifier
destripador	n:ripper
decadencia	n:decline
niñero	n:babysitter
colgante	n:pendant|adj:hanging
anticuerpo	n:antibody
diurético	n:diuretic|adj:diuretic
antígeno	n:antigen
araquidónico	adj:arachidonic
contrapeso	n:counterweight
acimut	n:azimuth
porfiria	n:porphyria
carca	n:narrow-minded person|adj:narrow-minded
añicos	n:shards
gigantismo	n:gigantism
adversidad	n:adversity
tardanza	n:tardiness
repicar	v:to chop up
magnetización	n:magnetization
concéntrico	adj:concentric
ascórbico	adj:ascorbic
gluconato	n:gluconate
indoeuropeo	n:Indoeuropean|adj:Indoeuropean
noguera	n:walnut
lánguido	adj:languid
trastienda	n:backroom
canarias	n:Canaries
pestilencia	n:pestilence
polvoriento	adj:dusty
ridiculez	n:ridiculousness
auriculares	n:headphones
autosómico	adj:autosomal
roco	adj:old
protrombina	n:prothrombin
trombina	n:thrombin
protozoo	n:protozoan
prostático	adj:prostatic
caseína	n:casein
colágeno	n:collagen|adj:collagenic
desnaturalización	n:denaturation
electroforesis	n:electrophoresis
fibrinógeno	n:fibrinogen
interferón	n:interferon
plegamiento	n:folding
coagulación	n:coagulation
queratina	n:keratin
keratina	n:keratin
módico	adj:moderate
troponina	n:troponin
endotelial	adj:endothelial
dilación	n:delay
cronograma	n:timeline
renuente	adj:resistant or unwilling
metafísica	n:metaphysics
sahariano	n:Saharan|adj:Saharan
astrea	n:Astrea
termonuclear	adj:thermonuclear
hablante	n:speaker|adj:speaking
rubín	n:rust
sultán	n:sultan
archiduque	n:archduke
leptina	n:leptin
metil-	?:methyl-
manía	n:mania
nativamente	adv:natively
interestelar	adj:interstellar
panyabí	n:Punjabi
colisión	n:collision
pectina	n:pectin
biótico	adj:biotic
epitelial	adj:epithelial
maullar	v:to meow
sij	n:Sikh|adj:Sikh
piruvato	n:pyruvate
telégrafo	n:telegraph
ruibarbo	n:rhubarb
aeroportuario	adj:relating to airports
delictual	adj:delictual
venlafaxina	n:venlafaxine
valproico	adj:valproic
úrico	adj:uric
triptófano	n:tryptophan
rosetón	n:rose window
travertino	n:travertine
translocación	n:translocation
trinitario	n:Trinity member|adj:Trinity
trombocitopenia	n:thrombocytopenia
tromboembolismo	n:thromboembolism
embolismo	n:mess
norcoreano	n:North Korean|adj:North Korean
surcoreano	n:South Korean|adj:South Korean
arconte	n:archon
tartárico	adj:tartaric
superóxido	n:superoxide
tracoma	n:trachoma
transitoriamente	adv:temporarily
galeón	n:galleon (a large
embarcación	n:embarkation
voracidad	n:voracity
rescoldo	n:embers
trámites	n:paperwork
repique	n:ring
atentas	v:to attack, to strike
arnoldo	n:a male given name
artemio	n:a male given name
avelino	n:a male given name
revuelta	n:revolt
forestal	adj:forest
acotación	n:annotation
adyacente	adj:adjacent
afín	n:relative through marriage|adj:akin
anacrónico	adj:anachronistic
antípoda	n:antipode
aritmético	n:arithmetician|adj:arithmetic
arquímedes	n:Archimedes
cúpula	n:cupola
plásmido	n:plasmid
nucleótido	n:nucleotide
vesícula	n:vesicle
trigonometría	n:trigonometry
bisectriz	n:bisection
subunidad	n:subunit
pseudoefedrina	n:pseudoephedrine
saturar	v:to saturate
saturado	adj:saturated
inquebrantable	adj:unwavering
gallinero	n:henhouse
consternación	n:consternation
dopaje	n:doping
hachís	n:hashish
tamarindo	n:tamarind
balbino	n:Balbinus
saponificación	n:saponification
regulador	n:regulator|adj:regulatory
refrigeración	n:refrigeration
refinación	n:refining
recombinante	adj:recombinant
cinasa	n:kinase
quimérico	adj:chimeric
psilocibina	n:psilocybin
nica	n:Nicaraguan|adj:Nicaraguan
pragmática	n:pragmatics
-oico	?:-oic
desinterés	n:disinterest
iraní	n:Iranian|adj:Iranian
conmemorativo	adj:commemorative
bis-	?:bis-
prolactina	n:prolactin
glucólisis	n:glycolysis
escindir	v:to split
deshidrogenasa	n:dehydrogenase
fosforilación	n:phosphorylation
oxidativo	adj:oxidative
anaeróbico	adj:anaerobic
láctico	adj:lactic
lactato	n:lactate
hipotálamo	n:hypothalamus
tumbao	n:tumbao
chacarera	n:chacarera
pentecostalismo	n:Pentecostalism
pronoto	n:pronotum
revulsivo	n:emetic|adj:stimulating
satanista	n:satanist|adj:satanist
satanismo	n:Satanism
hospedador	n:host
disolución	n:dissolution
petroquímica	n:petrochemistry
fertilizante	n:fertilizer
petroquímico	n:petrochemist|adj:petrochemical
petrolífero	adj:petroliferous
heterogéneo	adj:heterogeneous
zooplancton	n:zooplankton
petrolero	n:oil tanker|adj:oil
aviario	n:aviary|adj:avian
canonista	n:canonist
prelatura	n:prelacy
clericalismo	n:clericalism
rotacional	n:curl|adj:rotational
alejamiento	n:distancing
hostelero	n:innkeeper|adj:inn
increpar	v:to rebuke
purismo	n:purism
consorcio	n:consortium|v:only used in me consorcio
cotización	n:price quote
crápula	n:debauchery
restringir	v:to restrict
penicilina	n:penicillin
restringido	adj:restricted
satelital	adj:satellite
transportador	n:carrier|adj:transporting
restricción	n:restriction
lencería	n:lingerie
aeroclub	n:aeroclub
edén	n:Eden
depredador	n:predator|adj:predatory
desigualmente	adv:unequally
aventurero	n:adventurer|adj:adventurous
inservible	adj:useless
lipídico	adj:lipid
mitocondrial	adj:mitochondrial
pentagrama	n:staff
mirasol	n:sunflower
finlandia	n:Finland
redentorista	n:Redemptorist
amiguita	n:lover
problemita	n:a small problem
pobrecito	n:poor thing
separatismo	n:separatism
abocado	adj:quaffable
sintonizar	v:to tune in
sintonizador	n:tuner|adj:tuning
reincidencia	n:recidivism
penitenciario	adj:related to penitentiaries
expulsión	n:expulsion
clorofila	n:chlorophyll
peroxidasa	n:peroxidase
hemoglobina	n:hemoglobin
partidor	n:primer
pancreático	adj:pancreatic
palmítico	adj:palmitic
oxidasa	n:oxidase
oxálico	adj:oxalic
opioide	n:opioid|adj:opioid
oleoducto	n:oil pipeline
octanaje	n:octane rating
envenenado	adj:poisoned
nitrilo	n:nitrile
regresivo	adj:backwards
sobrecargo	n:flight attendant
araucanía	n:Araucania
fumada	n:puff
zambomba	n:zambomba
dentina	n:dentin
libio	n:Libyan|adj:Libyan
patrullera	n:patrol boat
grima	n:disgust
estío	n:summer
álamos	n:a municipality of Sonora
perrita	n:female doggy
caballito	n:a little horse, horsy, pony
