's	?:ин
kilimanjaro	?:Килиманджа́ро
kilkenny	?:Ки́лкенни
kill	?:убивать
killable	?:убиваемый
killdeer	?:крикли́вый зуёк
killer	?:уби́йца
killing	?:смерте́льный
kiln	?:[[сушильный|суши́льная]] печь
kilo	?:кило
kilo-	?:кило-
kilobit	?:килоби́т
kilobyte	?:килобайт
kiloflop	?:килофло́пс
kilogram	?:килограмм
kilohertz	?:килогерц
kilojoule	?:килоджо́уль
kilometrage	?:километра́ж
kilometre	?:километр
kiloohm	?:килоо́м
kiloton	?:килото́нна
kilovolt	?:килово́льт
kilowatt	?:килова́тт
kilowatt-hour	?:килова́тт-час
kilt	?:килт
kim	?:Ким
kimbap	?:суши
kimberly	?:Ки́мберли
kimchi	?:кимчи́
kimchi-jjigae	?:кимчхиччигэ́
kimono	?:кимоно
kin	?:[[ро́дич]]и
kind	?:вид
kindergarten	?:сад
kindergartner	?:детса́довец
kindhearted	?:до́брый
kindjal	?:кинжа́л
kindle	?:заже́чь
kindling	?:растопка
kindly	?:будьте добры
kindness	?:доброжела́тельность
kindred	?:ро́дственный
kinematic	?:кинемати́ческий
kinematics	?:кинематика
kinesiological	?:кинезиологи́ческий
kinesiology	?:кинезиоло́гия
kinesthesia	?:кинестези́я
kinesthetic	?:кинестетический
kinetic	?:кинети́ческий
kinetics	?:кине́тика
kinetochore	?:кинетохо́р
kinfolk	?:[[ро́дич]]и
king	?:король
kingdom	?:мир
kingfisher	?:зимородок
kinglet	?:царёк
kingmaker	?:делатель королей
kingpin	?:вал
kings	?:Кни́га Царе́й
kingship	?:[[королевский|короле́вская]] власть
kingston	?:Ки́нгстон
kingstown	?:Кингста́ун
kininase	?:кининаза
kink	?:отклонение
kinkajou	?:кинкажу́
kinky	?:кудря́вый
kinmen	?:Цзиньмэнь
kinshasa	?:Киншаса
kinship	?:родство́
kinsman	?:ро́дственник
kinswoman	?:ро́дственница
kinyarwanda	?:киньяруа́нда
kiosk	?:ларёк
kiowa	?:ка́йова
kip	?:кип
kipchak	?:кыпчакский
kippah	?:ермо́лка
kipper	?:копчёная селёдка
kira	?:Ки́ра
kiribati	?:Кирибати
kirigami	?:кирига́ми
kirikane	?:кириканэ
kirill	?:Кири́лл
kirkenes	?:Ки́ркенес
kirkuk	?:Киркук
kirov	?:Ки́ров
kirovohrad	?:Кировогра́д
kirundi	?:ру́нди
kisaeng	?:кисэ́н
kisel	?:кисе́ль
kislovodsk	?:Кислово́дск
kismet	?:кисме́т
kiss	?:поцелуй
kissaten	?:киссатэ́н
kissinger	?:Ки́ссингер
kit	?:снаряже́ние
kita	?:Итаба́си
kitchen	?:кухня
kitchenette	?:ку́хонька
kitchenhand	?:[[помо́щник]] [[повар|по́вара]]
kite	?:змей
kitezh	?:Ки́теж
kith	?:[[друг|друзья́]] и [[знакомый|знако́мые]]
kitsch	?:китч
kitschy	?:ки́тчевый
kitsman	?:Ки́цмань
kitsune	?:кицу́нэ
kitten	?:котёнок
kittiwake	?:мо́евка
kitty	?:котёнок
kivertsi	?:Ки́верцы
kiwi	?:киви
kiyi	?:похоро́нка
kizlyar	?:Кизля́р
klaipėda	?:Кла́йпеда
klatch	?:посиде́лки
klaukkala	?:Клауккала
klaxon	?:гудо́к
kleptocracy	?:клептокра́тия
kleptocratic	?:клептократи́ческий
kleptomania	?:клептома́ния
kleptomaniac	?:клептома́н
kleptoparasitism	?:клептопаразитизм
kletsk	?:Клецк
klingon	?:клингон
klingonist	?:клингонист
klipspringer	?:антило́па-прыгу́н
kliros	?:кли́рос
klondike	?:Клонда́йк
kludge	?:время́нка
klutz	?:недотёпа
klyazma	?:Кля́зьма
knack	?:сноровка
knapsack	?:рюкза́к
knapweed	?:чёрный василёк
knave	?:плут
knavery	?:вы́ходка
knead	?:заме́шивать
kneading	?:заме́шивание
knee	?:колено
knee-deep	?:по коле́но
knee-high	?:гольф
kneecap	?:надколе́нник
kneel	?:преклоня́ться
knell	?:звон
knesset	?:Кне́ссет
knickerbockers	?:бри́джи
knife	?:нож
knife-edge	?:ле́звие ножа́
knight	?:конь
knight-errant	?:стра́нствующий ры́царь
knighthood	?:ры́царство
knightley	?:На́йтли
knish	?:кныш
knit	?:вязать
knitted	?:вязаный
knitter	?:вяза́льщик
knitting	?:вяза́ние
knitwear	?:трикота́ж
knob	?:ру́чка
knobhead	?:дурак
knock	?:удар
knock-knock	?:тук-ту́к
knock-up	?:разминка
knockdown	?:нокда́ун
knocker	?:критика́н
knockoff	?:подделка
knockout	?:сногсшиба́тельный
knoll	?:буго́р
knossos	?:Кносс
knot	?:узел
knotty	?:сучкова́тый
knotweed	?:горе́ц
knout	?:бич
know	?:знать
know-how	?:ноу-ха́у
know-it-all	?:всезна́йка
knowingly	?:понима́юще
knowledge	?:знание
knowledgeable	?:учёный
known	?:изве́стный
knoxville	?:Но́ксвилл
knuckle	?:суста́в па́льца
knurl	?:нака́тка
koala	?:коала
koan	?:коа́н
kob	?:коб
kobarid	?:Кобари́д
kobe	?:Ко́бе
kobeliaky	?:Кобеля́ки
koblenz	?:Кобленц
kobold	?:ко́больд
kobryn	?:Ко́брин
kobuleti	?:Кобуле́ти
kobza	?:ко́бза́
kochari	?:кочари
kochi	?:Ко́ти
kodiak	?:Ка́дьяк
kodori	?:Кодо́р
kodyma	?:Ко́дыма
kofta	?:кюфта́
kofu	?:Ко́фу
kohima	?:Кохи́ма
kohl	?:кайал
kohlrabi	?:кольра́би
kohtla-järve	?:Ко́хтла-Я́рве
koi	?:ко́и
koine	?:койне́
kojima	?:Кодзима
kokand	?:Кока́нд
kokoshnik	?:кокошник
kokshetau	?:Кокшетау
kokuji	?:кокудзи́
kokutai	?:кокута́й
kola	?:Ко́ла
kolkata	?:Кальку́тта
kolkhoz	?:колхоз
kolkhoznik	?:колхо́зник
kolodiazi	?:Колодези
kolomna	?:Коло́мна
kolomyia	?:Коломы́я
kolovrat	?:Коловрат
kolyma	?:Колыма́
kolyvan	?:Колывань
komarno	?:Кома́рно
komboskini	?:чётки
kombu	?:комбу
kombucha	?:комбу́тя
komi	?:ко́ми
komi-permyak	?:ко́ми-пермя́цкий
komi-yazva	?:ко́ми-я́зьвинский
komi-zyrian	?:зыря́нский
komisarivka	?:Комисса́ровка
komodo	?:Комо́до
komondor	?:комондор
komotini	?:Комотини
kompromat	?:компрома́т
komsomol	?:комсомо́л
komsomolsk	?:Комсомо́льск
kongo	?:конго
konibodom	?:Канибадам
konjac	?:конджак
konkani	?:конка́ни
konotop	?:Коното́п
konstanz	?:Констанц
konya	?:Ко́нья
kook	?:чуда́к
kookaburra	?:кукаба́ра
koolmajärve	?:Коолмая́рве
kopani	?:Копа́ни
kopek	?:копейка
koppa	?:ко́ппа
kopychyntsi	?:Копы́чинцы
kore	?:ко́ра
korea	?:Корея
korean	?:корейский
korets	?:Ко́рец
korfball	?:корфбо́л
koriukivka	?:Корю́ковка
koro	?:коро
korolev	?:Королёв
koror	?:Коро́р
korosten	?:Ко́ростень
korostyshiv	?:Коросты́шев
korovai	?:карава́й
korsun-shevchenkivskyi	?:Корсунь-Шевченковский
koruna	?:кро́на
koryak	?:коря́к
kos	?:Кос
koschei	?:Каще́й
kosher	?:кошерный
kosiv	?:Ко́сов
kosovan	?:косовский
kosovo	?:Косово
kosovorotka	?:косоворо́тка
kostanay	?:Костана́й
kostiantynivka	?:Константи́новка
kostopil	?:Косто́поль
kostroma	?:Кострома́
kotatsu	?:кота́цу
kotayk	?:Кота́йк
kotka	?:Ко́тка
kotlyne	?:Ко́тлино
koto	?:ко́то
kott	?:коттский
kouign-amann	?:кунь-аман
koumiss	?:кумы́с
kouvola	?:Ко́увола
kovel	?:Ко́вель
kowloon	?:Коулу́н
kowtow	?:коуто́у
kozachok	?:казачо́к
koziatyn	?:Каза́тин
kočani	?:Ко́чани
košice	?:Кошице
kp	?:наря́д на ку́хню
kragujevac	?:Кра́гуевац
krai	?:край
krait	?:крайт
kraken	?:кра́кен
krakow	?:Кра́ков
krama	?:кра́ма
kramatorsk	?:Крамато́рск
kraska	?:Кра́ска
kraskino	?:Кра́скино
krasnodar	?:Краснодар
krasnohorivka	?:Красного́ровка
krasnohrad	?:Красногра́д
krasnoperekopsk	?:Яны Капу
krasnoyarsk	?:Красноярск
krasyliv	?:Краси́лов
kratovo	?:Кра́тово
krautrock	?:краут-ро́к
krembo	?:кре́мбо
kremenchuk	?:Кременчу́г
kremenets	?:Кре́менец
kreminna	?:Кременна́я
kremlebot	?:кремлебо́т
kremlin	?:Кремль
kremlinology	?:кремлено́лог
kreplach	?:пельме́нь
kretinga	?:Кре́тинга
kreuzer	?:кре́йцер
krill	?:криль
krishna	?:Кри́шна
kristallnacht	?:Ночь разбитых витрин
kristianstad	?:Крѝстианста́д
krita	?:Крита
krk	?:Крк
krolevets	?:Кролеве́ц
kromfohrlander	?:кромфорле́ндер
krona	?:кро́на
krone	?:кро́на
kronstadt	?:Кронштадт
kroon	?:кро́на
kropyvnytskyi	?:Кропивни́цкий
krosno	?:Кро́сно
kroužek	?:кружо́к
krynky	?:Крынки́
krypton	?:криптон
kryptonite	?:криптони́т
króna	?:кро́на
kshatriya	?:кша́трия
ktunaxa	?:ктуна́ха
kuban	?:Кубань
kubanskaya	?:Куба́нская
kubrick	?:Ку́брик
kucha	?:Куча
kudos	?:одобре́ние
kuduro	?:куду́ро
kudzu	?:ку́дзу
kufa	?:Ку́фа
kufic	?:Куфическое
kugel	?:кугель
kukri	?:кукри
kulak	?:кула́к
kulich	?:кули́ч
kumamoto	?:Кумамо́то
kumanovo	?:Ку́маново
kumari	?:кума́ри
kumquat	?:кумква́т
kumyk	?:кумы́к
kumārajīva	?:Кумараджива
kun	?:кун
kuna	?:ку́на
kunai	?:кунай
kunduz	?:Кунду́з
kunigami	?:Кунигамский
kunming	?:Куньми́н
kuomintang	?:Гоминьда́н
kuopio	?:Куо́пио
kupiansk	?:Ку́пянск
kupyanka	?:Купя́нка
kura	?:Кура́
kurakhove	?:Кура́хово
kurbyko	?:Курбы́ко
kurchatovium	?:курчато́вий
kurd	?:курд
kurdish	?:курдский
kurdistan	?:Курдистан
kurdyuk	?:курдю́к
kuressaare	?:Ку́рессааре
kurgan	?:курган
kurkov	?:Курко́в
kurman	?:Курманский район
kurmanji	?:курманджи́
kurosawa	?:Куроса́ва
kursk	?:Курск
kurta	?:курта
kurtosis	?:эксце́сс
kuru	?:ку́ру
kurukh	?:курух
kurultai	?:курулта́й
kuršėnai	?:Куршаны
kushan	?:куша́нский
kushiyaki	?:кусия́ки
kushner	?:Кушнер
kutaisi	?:Кутаи́си
kutum	?:куту́м
kuwait	?:Кувейт
kuwaiti	?:куве́йтский
kuybyshev	?:Ку́йбышев
kuzbass	?:Кузба́сс
kuzmin	?:Кузьмин
kvass	?:квас
kvetch	?:ныть
kvirikashvili	?:Квирикашви́ли
kwanyama	?:кваньяма
kyakhta	?:Кя́хта
kyanite	?:кианит
kyat	?:ча
kyiv	?:Ки́ев
kyivan	?:ки́евский
kylix	?:ки́лик
kyoto	?:Киото
kype	?:крюк
kypuche	?:Кипу́чее
kyrgyz	?:кыргызский
kyrgyzization	?:киргизиза́ция
kyrgyzize	?:киргизизировать
kyrgyzophone	?:киргизоязы́чный
kyrgyzstan	?:Киргизия
kyrgyzstani	?:кыргызста́нский
kyrie	?:ки́рие
kyslivka	?:Ки́словка
kyudo	?:кю́до
kyusakamoto	?:Киусакамото
kyushu	?:Кю́сю
kyzyl	?:Кызы́л
kyzylorda	?:Кызылорда́
kyūjitai	?:кюдзита́й
kzyl-orda	?:Кзыл-Орда́
königsberg	?:Кёнигсберг
kėdainiai	?:Кеда́йняй
kırklareli	?:Кыркларели
l-shaped	?:г-обра́зный
la	?:ля
laayoune	?:Эль-Аю́н
laban	?:Лава́н
labdanum	?:ла́дан
labefaction	?:ослабле́ние
label	?:лейбл
labeo	?:лабео
labia	?:губа
labial	?:губно́й
labialization	?:лабиализа́ция
labialize	?:лабиализова́ть
labiodental	?:гу́бно-зубно́й
labium	?:губа́
labneh	?:лабнэ́
labor-intensive	?:трудоёмкий
laboratory	?:лаборатория
laborer	?:рабо́чий
laborious	?:тяжёлый
laboriousness	?:трудоёмкость
labour	?:рабочий
labrador	?:Лабрадо́р
labrum	?:ве́рхняя губа́
labuan	?:Лабуан
laburnum	?:раки́тник
labyrinth	?:лабиринт
labyrinthine	?:запутанный
labyrinthitis	?:лабиринти́т
lac	?:лак
lace	?:кружево
lacedaemon	?:Лакедемо́н
lacedaemonian	?:лакедемо́нский
lacemaker	?:круже́вник
lacerate	?:рвать
laceration	?:разры́в
lacerta	?:Ящерица
lacewing	?:сетчатокрылое
lachanophobia	?:лаханофо́бия
laches	?:неоснова́тельное промедле́ние
lachin	?:Лачи́н
lachrymatory	?:слезоточи́вый
lachrymose	?:плакси́вый
lack	?:отсу́тствие
lackadaisical	?:ленивый
lackey	?:лакей
laconia	?:Лако́ния
laconic	?:лакони́чный
laconically	?:лакони́чески
laconize	?:лаконизировать
lacquer	?:лак
lacrimal	?:слёзный
lacrosse	?:лакро́сс
lactase	?:лакта́за
lactation	?:лактация
lactic	?:моло́чный
lactoderm	?:пе́нка
lactose	?:лактоза
lactose-free	?:безлакто́зный
lacustrine	?:озёрный
lacy	?:кружевной
lad	?:па́рень
lada	?:Ла́да
ladakh	?:Лада́кх
ladder	?:лестница
laddie	?:мальчи́шка
lade	?:грузить
ladin	?:ладинский
lading	?:груз
ladino	?:лади́но
ladislaus	?:Владисла́в
ladle	?:ковш
ladoga	?:Ла́дога
lady	?:госпожа́
lady-in-waiting	?:придворная дама
lady-killer	?:сердцее́д
ladybird	?:бо́жья коро́вка
ladyboy	?:ледибо́й
ladykin	?:[[маленький|ма́ленькая]] [[ле́ди]]
ladylove	?:возлюбленный
ladyship	?:благородие
ladyzhyn	?:Лады́жин
laertes	?:Лаэрт
laestrygonian	?:лестриго́н
lag	?:лаг
lager	?:ла́гер
laggard	?:копу́ша
laghman	?:лагма́н
lagoon	?:лагуна
lagos	?:Ла́гос
lagosian	?:ла́госский
lagrange	?:Лагра́нж
lahar	?:лаха́р
lahmacun	?:лахмаджу́н
lahore	?:Лахо́р
lahti	?:Ла́хти
laid	?:линованная
laid-back	?:безмятежный
laika	?:ла́йка
lair	?:берло́га
laity	?:миря́не
laius	?:Лай
lak	?:ла́кский
lake	?:озеро
lakeside	?:бе́рег
lakh	?:лак
lakota	?:лако́та
laksa	?:ла́кса
